match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,Total,62,45,3,0,17,29,27,22,13
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,1,40,30,3,0,16,23,20,9,11
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,2,22,15,0,0,1,6,7,13,2
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,Total,74,45,3,0,6,20,42,12,20
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,1,46,30,3,0,6,14,25,7,14
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,2,28,15,0,0,0,6,17,5,6
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,Total,72,46,0,0,5,12,27,27,18
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,1,47,33,0,0,4,9,18,15,14
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,2,25,13,0,0,1,3,9,12,4
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,Total,39,33,0,0,6,11,14,12,13
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,1,30,26,0,0,6,9,13,6,11
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,2,9,7,0,0,0,2,1,6,2
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,Total,63,32,3,0,6,13,26,3,34
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,1,49,25,3,0,6,11,23,0,26
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,2,14,7,0,0,0,2,3,3,8
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,Total,58,33,2,7,0,14,25,5,28
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,1,32,23,1,6,0,10,17,1,14
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,2,26,10,1,1,0,4,8,4,14
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,Total,49,38,4,13,0,23,16,7,26
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,1,31,26,4,9,0,17,11,2,18
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,2,18,12,0,4,0,6,5,5,8
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,Total,52,27,2,3,7,18,21,16,15
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,1,35,19,2,3,7,13,16,8,11
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,2,17,8,0,0,0,5,5,8,4
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,Total,44,33,3,1,8,17,21,10,13
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,1,32,25,3,1,6,12,13,9,10
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,2,12,8,0,0,2,5,8,1,3
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,Total,92,48,3,0,6,17,51,13,28
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,1,52,31,3,0,6,10,31,2,19
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,2,40,17,0,0,0,7,20,11,9
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,Total,76,55,2,1,16,27,40,14,22
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,1,43,37,2,1,13,20,20,11,12
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,2,33,18,0,0,3,7,20,3,10
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,Total,59,39,0,14,0,25,37,3,19
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,1,40,28,0,11,0,18,28,3,9
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,2,19,11,0,3,0,7,9,0,10
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,Total,75,48,7,15,0,33,35,0,40
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,1,51,37,7,13,0,29,22,0,29
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,2,24,11,0,2,0,4,13,0,11
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,Total,64,37,2,1,18,25,32,5,27
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,1,43,27,2,1,17,22,24,1,18
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,2,21,10,0,0,1,3,8,4,9
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,Total,69,47,2,1,7,21,42,11,16
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,1,55,37,2,0,7,16,30,10,15
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,2,14,10,0,1,0,5,12,1,1
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,Total,61,33,1,0,5,12,31,11,19
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,1,44,31,1,0,5,12,25,6,13
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,2,17,2,0,0,0,0,6,5,6
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,Total,76,31,0,2,5,10,42,20,14
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,1,51,25,0,2,4,8,26,16,9
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,2,25,6,0,0,1,2,16,4,5
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,Total,105,72,8,0,21,37,42,13,50
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,1,86,64,8,0,21,32,41,4,41
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,2,19,8,0,0,0,5,1,9,9
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,Total,128,78,7,0,21,41,54,31,43
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,1,92,62,7,0,21,38,37,19,36
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,2,36,16,0,0,0,3,17,12,7
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,Total,84,47,3,1,12,23,37,22,25
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,1,54,32,3,1,12,17,25,10,19
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,2,30,15,0,0,0,6,12,12,6
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,Total,69,53,5,2,7,24,36,11,22
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,1,47,39,5,2,7,19,26,7,14
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,2,22,14,0,0,0,5,10,4,8
