match_id,player,row,pts,won_1+,won_2+,won_3+,won_4+,won_5+,won_6+,won_7+,won_8+,won_9+,won_10+
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,2,26,57.7%,45.0%,52.9%,52.9%,64.3%,58.3%,70.0%,66.7%,75.0%,66.7%
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,1,47,70.2%,67.4%,78.4%,68.0%,73.9%,64.7%,68.8%,50.0%,55.6%,20.0%
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,2,23,56.5%,50.0%,55.6%,46.7%,58.3%,44.4%,66.7%,60.0%,75.0%,50.0%
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,1,30,86.7%,83.3%,87.0%,78.6%,78.6%,70.0%,87.5%,83.3%,83.3%,80.0%
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,2,9,77.8%,71.4%,71.4%,71.4%,71.4%,60.0%,75.0%,75.0%,75.0%,75.0%
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,1,49,51.0%,40.0%,48.5%,39.3%,55.0%,35.7%,50.0%,37.5%,75.0%,75.0%
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,2,12,58.3%,54.5%,66.7%,50.0%,50.0%,40.0%,66.7%,50.0%,50.0%,50.0%
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,1,32,71.9%,64.0%,66.7%,46.7%,63.6%,42.9%,50.0%,25.0%,50.0%,0.0%
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,2,25,40.0%,28.6%,31.6%,23.5%,40.0%,25.0%,40.0%,25.0%,33.3%,0.0%
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,1,31,83.9%,72.2%,76.5%,66.7%,88.9%,75.0%,100.0%,100.0%,100.0%,100.0%
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,2,16,75.0%,63.6%,70.0%,50.0%,60.0%,50.0%,66.7%,66.7%,66.7%,0.0%
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,1,35,54.3%,30.4%,35.0%,7.1%,10.0%,10.0%,14.3%,14.3%,25.0%,0.0%
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,2,12,66.7%,42.9%,50.0%,40.0%,40.0%,0.0%,0.0%,0.0%,-,-
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,1,32,78.1%,68.2%,71.4%,62.5%,76.9%,70.0%,77.8%,66.7%,80.0%,66.7%
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,2,11,72.7%,57.1%,66.7%,33.3%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,1,52,59.6%,51.2%,62.9%,48.0%,60.0%,38.5%,45.5%,25.0%,28.6%,28.6%
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,2,40,42.5%,30.3%,40.0%,34.8%,57.1%,45.5%,50.0%,37.5%,37.5%,28.6%
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,1,43,86.0%,77.8%,80.8%,72.2%,76.5%,50.0%,66.7%,50.0%,100.0%,100.0%
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,2,32,56.3%,46.2%,54.5%,44.4%,47.1%,30.8%,57.1%,40.0%,50.0%,33.3%
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,1,40,70.0%,55.6%,78.9%,55.6%,55.6%,20.0%,20.0%,0.0%,0.0%,0.0%
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,2,18,61.1%,36.4%,50.0%,50.0%,80.0%,0.0%,-,-,-,-
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,1,51,72.5%,54.8%,68.0%,38.5%,50.0%,28.6%,40.0%,25.0%,50.0%,50.0%
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,2,22,50.0%,42.1%,61.5%,50.0%,71.4%,33.3%,100.0%,100.0%,100.0%,-
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,1,43,62.8%,30.4%,41.2%,16.7%,33.3%,20.0%,25.0%,0.0%,0.0%,0.0%
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,2,20,50.0%,44.4%,57.1%,40.0%,50.0%,42.9%,50.0%,25.0%,33.3%,0.0%
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,1,55,67.3%,60.9%,66.7%,46.2%,63.2%,50.0%,63.6%,33.3%,40.0%,0.0%
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,2,13,76.9%,70.0%,87.5%,80.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,1,44,70.5%,65.8%,73.5%,60.9%,66.7%,46.2%,54.5%,28.6%,33.3%,20.0%
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,2,12,16.7%,16.7%,25.0%,25.0%,33.3%,20.0%,33.3%,33.3%,50.0%,50.0%
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,1,51,49.0%,42.2%,46.3%,38.9%,50.0%,44.0%,61.1%,53.3%,57.1%,33.3%
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,2,20,30.0%,22.2%,26.7%,26.7%,30.8%,25.0%,42.9%,33.3%,33.3%,20.0%
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,1,86,74.4%,61.4%,66.0%,52.6%,62.5%,42.9%,64.3%,50.0%,55.6%,33.3%
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,2,18,44.4%,23.1%,33.3%,33.3%,42.9%,20.0%,50.0%,50.0%,100.0%,100.0%
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,1,92,67.4%,53.1%,57.6%,37.5%,46.9%,39.3%,47.8%,33.3%,46.2%,36.4%
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,2,34,47.1%,45.5%,62.5%,47.1%,50.0%,33.3%,44.4%,37.5%,60.0%,50.0%
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,1,54,59.3%,42.1%,45.7%,38.7%,44.4%,25.0%,27.8%,23.5%,33.3%,27.3%
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,2,29,51.7%,39.1%,45.0%,38.9%,53.8%,33.3%,42.9%,20.0%,33.3%,33.3%
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,1,47,83.0%,75.8%,89.3%,82.4%,82.4%,62.5%,83.3%,80.0%,100.0%,-
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,2,22,63.6%,52.9%,56.3%,46.2%,50.0%,45.5%,55.6%,50.0%,50.0%,42.9%
